"task","model","weight_wall","day","run","latency","wall_zone","target_quadrant"
"fixed","combined",0.2,7,48,16.0920937935142,26.166736115245,23.5961791246356
"fixed","combined",0.2,8,48,12.0044716644399,22.7911539147494,35.6256564215366
"fixed","combined",0.2,1,49,40.6031223375661,38.2084973655076,12.5676660326109
"fixed","combined",0.2,2,49,40.266677782495,27.6632340891044,18.0739915350829
"fixed","combined",0.2,3,49,22.3971043256081,22.214738720277,30.8239647442781
"fixed","combined",0.2,4,49,37.2063713798222,21.1463791719775,24.4064094486182
"fixed","combined",0.2,5,49,12.6801417221402,22.988782051282,50.010775862069
"fixed","combined",0.2,6,49,15.1505932429104,20.2506802265935,26.3997424982233
"fixed","combined",0.2,7,49,18.8057057065192,29.3269268330794,26.8353255986562
"fixed","combined",0.2,8,49,17.8163640778609,8.76837085678549,19.9644308943089
"fixed","combined",0.2,1,50,49.4748047683122,36.8787810684766,14.9287140749828
"fixed","combined",0.2,2,50,31.0557185917527,43.6454073677137,16.9749630366411
"fixed","combined",0.2,3,50,47.2088128970916,31.149422681073,31.5766660569584
"fixed","combined",0.2,4,50,18.8190368670356,30.9010853736287,46.5091642728926
"fixed","combined",0.2,5,50,13.6854461387686,4.58037825059102,33.6152027641389
"fixed","combined",0.2,6,50,12.2248434490495,3.88102334823646,40.129781420765
"fixed","combined",0.2,7,50,11.7979091290517,3.30188679245283,40.2264176677063
"fixed","combined",0.2,8,50,7.06388057246824,2,56.5325077399381
"variable","combined",0.2,1,1,47.1530269845525,21.7740219885872,12.8348157768874
"variable","combined",0.2,2,1,45.9759819141116,30.4549433752331,15.784540613346
"variable","combined",0.2,3,1,49.7589630440778,21.6692284970629,6.15488477579811
"variable","combined",0.2,4,1,25.0126970338132,30.0516255517274,27.6341630133785
"variable","combined",0.2,5,1,48.8208132387979,8.36507654721318,21.8467121424101
"variable","combined",0.2,6,1,48.1808396408897,27.0595455598834,13.3952828210369
"variable","combined",0.2,7,1,23.560905398864,14.7667885919691,18.9605823432912
"variable","combined",0.2,8,1,43.2382016610802,16.800938965924,14.5120425611345
"variable","combined",0.2,1,2,47.7344987138297,36.5861862853646,13.4651950637393
"variable","combined",0.2,2,2,51.8540487209579,39.3614329593786,24.8506407555669
"variable","combined",0.2,3,2,45.6640465768793,27.7393495914162,11.9995161445801
"variable","combined",0.2,4,2,52.1246210714416,40.6581873713235,9.46582552540222
"variable","combined",0.2,5,2,47.89765773603,24.1290701447234,30.7790771202897
"variable","combined",0.2,6,2,50.0285187815064,25.1713079120979,19.099334492012
"variable","combined",0.2,7,2,47.3257501791871,26.109761709193,5.7640106415061
"variable","combined",0.2,8,2,36.7514432598169,17.9099712698618,30.9911891689742
"variable","combined",0.2,1,3,60.0816847989979,36.5989383153792,11.3706402779069
"variable","combined",0.2,2,3,56.7893717656223,38.4352890481278,7.98404003600186
"variable","combined",0.2,3,3,57.2600068653386,27.4321359329929,13.1711309316989
"variable","combined",0.2,4,3,45.5542279289789,22.1856505505017,8.67480981191059
"variable","combined",0.2,5,3,39.0853008741036,26.6843103440173,17.1970036673417
"variable","combined",0.2,6,3,47.9915554512954,30.4730047638043,14.3653933237335
"variable","combined",0.2,7,3,36.1812742553843,17.4934123847167,15.6829161176987
"variable","combined",0.2,8,3,47.8495428107564,23.9329134696047,15.0592721478223
"variable","combined",0.2,1,4,60.0492995457123,48.1675722861143,5.11588878322288
"variable","combined",0.2,2,4,33.9082345764903,36.552489811934,14.3419176273424
"variable","combined",0.2,3,4,44.1199697442944,24.1723646354073,13.1352232501925
"variable","combined",0.2,4,4,26.1098014627348,26.9034850673093,24.1667168342263
"variable","combined",0.2,5,4,36.5957113394633,18.6268322829985,15.2667986615708
"variable","combined",0.2,6,4,25.5329204300323,17.796789768539,28.9364956508919
"variable","combined",0.2,7,4,53.7426699383963,16.2176989070877,13.6766811776836
"variable","combined",0.2,8,4,54.2470688040417,16.1917125336808,3.22723659267413
"variable","combined",0.2,1,5,49.6805032455503,37.6898520313642,19.5542439244414
"variable","combined",0.2,2,5,58.6627662488743,37.7415803658975,5.98064120708727
"variable","combined",0.2,3,5,39.315728842526,24.1422903425479,17.9015180603794
"variable","combined",0.2,4,5,57.1003798910572,30.2384177692579,5.85859206347691
"variable","combined",0.2,5,5,45.5212602162499,13.7075808897272,22.6243458155035
"variable","combined",0.2,6,5,39.658884518901,26.3631495754401,23.8683680722787
"variable","combined",0.2,7,5,39.7903549643928,19.833120061998,21.4614056876858
"variable","combined",0.2,8,5,39.7347976360783,36.9963189575989,28.8423966384493
"variable","combined",0.2,1,6,48.573683688041,39.6415433913662,15.0162204753464
"variable","combined",0.2,2,6,48.0975884874498,32.5106071837725,10.782568456994
"variable","combined",0.2,3,6,45.4106568652133,28.2555685843057,9.46591196425297
"variable","combined",0.2,4,6,60.0602254395171,22.6187060867484,9.06874320390565
"variable","combined",0.2,5,6,42.5547412632625,21.0075961177585,21.1509582751364
"variable","combined",0.2,6,6,47.3717316150333,22.6561484808977,24.7656341279274
"variable","combined",0.2,7,6,35.7693920904778,22.2453703703704,20.4606481481481
"variable","combined",0.2,8,6,42.3250330590276,18.4268946683807,11.4929142483322
"variable","combined",0.2,1,7,53.2030834882786,9.16636687139066,16.4060232860415
"variable","combined",0.2,2,7,52.3232913962989,23.0270600318799,12.061328820065
"variable","combined",0.2,3,7,23.7556315139739,11.546739849215,27.352604436271
"variable","combined",0.2,4,7,41.0702008012535,18.9717509392103,26.8685018160628
"variable","combined",0.2,5,7,35.8701814206095,11.2341828740403,13.4134858328537
"variable","combined",0.2,6,7,39.7973299729043,18.8438802857974,34.2721161381938
"variable","combined",0.2,7,7,33.797843649221,18.751250542812,25.6831646461992
"variable","combined",0.2,8,7,50.2050934205176,24.1835073593991,24.182213679932
"variable","combined",0.2,1,8,44.8225364954141,23.8833103770397,18.6699232398857
"variable","combined",0.2,2,8,18.7381158967631,35.1236146632566,22.3876189968741
"variable","combined",0.2,3,8,54.899281938114,17.3967432229407,19.3358442569001
"variable","combined",0.2,4,8,25.7544672073453,16.356346041844,14.3915250977697
"variable","combined",0.2,5,8,36.5546537534533,19.7731382915076,9.55579946828335
"variable","combined",0.2,6,8,46.4075477346399,18.3878880411287,13.4644524968753
"variable","combined",0.2,7,8,50.0675612029861,20.3856632282667,11.7166969820262
"variable","combined",0.2,8,8,41.358132141652,18.0156799899447,21.5422322775264
"variable","combined",0.2,1,9,48.9657602922425,33.250769695718,4.33532219570406
"variable","combined",0.2,2,9,36.2730029007135,31.0919107790616,8.3578201748295
"variable","combined",0.2,3,9,41.2069697499523,36.2810947680295,14.1267919211996
"variable","combined",0.2,4,9,46.6057019940085,33.6543825902922,19.9642679473443
"variable","combined",0.2,5,9,60.104527642388,32.7029379919946,10.6082720673968
"variable","combined",0.2,6,9,40.8572185234832,20.5010351680557,28.2639561445228
"variable","combined",0.2,7,9,35.1561148250639,36.8157556962964,23.0902764096034
"variable","combined",0.2,8,9,38.1715243768194,17.596673265362,18.1819228367186
"variable","combined",0.2,1,10,56.4613121839921,30.8911204516363,17.3960575073362
"variable","combined",0.2,2,10,43.8874104476577,27.034980377531,19.5458786478885
"variable","combined",0.2,3,10,47.0282664471444,27.4951394546471,11.9975750866171
"variable","combined",0.2,4,10,60.169263981511,21.3730453155024,15.9358350428194
"variable","combined",0.2,5,10,36.7376740997623,29.605102799802,14.7492693270485
"variable","combined",0.2,6,10,33.9896934651886,27.9031385281385,17.5882867132867
"variable","combined",0.2,7,10,52.8974803381017,21.6055935553764,9.23653462401961
"variable","combined",0.2,8,10,25.3626318057906,27.6407384698056,38.9684845742866
"variable","combined",0.2,1,11,38.5444630224637,14.3709178650485,18.5703043186535
"variable","combined",0.2,2,11,20.8862065322617,18.2425213675214,15.3025793650794
"variable","combined",0.2,3,11,20.6926849583804,15.474351916079,22.7845723083069
"variable","combined",0.2,4,11,60.0590713904354,10.4781780575183,14.0095795137276
"variable","combined",0.2,5,11,41.4426112590512,20.2441123597796,20.4737550547728
"variable","combined",0.2,6,11,26.8442454879181,22.2159945369522,22.2165857088039
"variable","combined",0.2,7,11,39.0394825272314,15.7719996512173,14.94030884765
"variable","combined",0.2,8,11,45.7787438274767,16.1942174779543,17.1585404247862
"variable","combined",0.2,1,12,37.0273727497428,27.7908706129488,20.1758952660397
"variable","combined",0.2,2,12,60.0839144151199,32.1897866535035,10.6329439655745
"variable","combined",0.2,3,12,57.8058599768764,26.6772641301976,20.084626702949
"variable","combined",0.2,4,12,43.5449617841665,36.0268121824796,13.05574941296
"variable","combined",0.2,5,12,25.6201089025084,16.9031850123203,26.1421843768036
"variable","combined",0.2,6,12,48.7597368778054,36.2461790743706,17.7347601159737
"variable","combined",0.2,7,12,52.592331512368,23.3520523208731,6.08591927272721
"variable","combined",0.2,8,12,49.8727742667827,33.2455683371342,13.7328387792579
"variable","combined",0.2,1,13,43.1120775874252,26.6004089244773,18.988232727646
"variable","combined",0.2,2,13,56.082548475692,30.5220718181343,8.75138734739179
"variable","combined",0.2,3,13,60.0464079541148,30.9373003060572,8.62471832643864
"variable","combined",0.2,4,13,48.3876751411274,35.1689027525599,10.7074531685931
"variable","combined",0.2,5,13,56.4120057980805,28.8275111393801,20.7191581140184
"variable","combined",0.2,6,13,37.8609793680808,22.1048693329644,19.6491194100858
"variable","combined",0.2,7,13,26.9323815145146,32.1739280215601,20.2777844136852
"variable","combined",0.2,8,13,47.6141740072971,27.183794622357,19.2382008952674
"variable","combined",0.2,1,14,60.107291204192,31.2595287465655,9.0045966795699
"variable","combined",0.2,2,14,37.4343126709421,15.2550074439635,20.8161880933344
"variable","combined",0.2,3,14,31.5937010149463,23.3795139473096,19.8597117679734
"variable","combined",0.2,4,14,41.2494688404274,25.7542672119475,9.83914074431316
"variable","combined",0.2,5,14,54.9186283875131,21.9977218543817,7.93163753296429
"variable","combined",0.2,6,14,34.721701205102,23.4377545446705,9.45976012022737
"variable","combined",0.2,7,14,60.0641367962788,30.9175013236118,19.586696820828
"variable","combined",0.2,8,14,42.9231644556754,21.7558688268535,16.630822397293
"variable","combined",0.2,1,15,60.072899222939,34.3856746035907,10.3745671044404
"variable","combined",0.2,2,15,48.1006914323526,32.0576589547035,14.5493259345274
"variable","combined",0.2,3,15,46.8774480286229,25.1901940921881,29.5737392618
"variable","combined",0.2,4,15,42.7451635802833,33.0774015636605,14.6823901304343
"variable","combined",0.2,5,15,28.617084857678,48.2968461053625,9.24598220666823
"variable","combined",0.2,6,15,60.0628595721903,27.8636793556218,7.1047584766904
"variable","combined",0.2,7,15,36.1299516379757,23.4701807342736,17.1838147224897
"variable","combined",0.2,8,15,47.2316357425841,33.1245527332645,18.6313966986325
"variable","combined",0.2,1,16,37.3718450248822,30.1253741814687,11.9980029116003
"variable","combined",0.2,2,16,54.0477352449177,39.8601348268105,14.1636088659692
"variable","combined",0.2,3,16,46.3876729486638,23.4954423877076,15.65202124495
"variable","combined",0.2,4,16,31.1187834238561,30.7474272557559,20.0860982474304
"variable","combined",0.2,5,16,43.820201612592,12.9932504090564,16.2444419711296
"variable","combined",0.2,6,16,26.0271712777948,17.5463850780604,21.140279071565
"variable","combined",0.2,7,16,51.7905097696418,20.2915473870306,23.343767520309
"variable","combined",0.2,8,16,24.4412691876057,6.42926592124453,27.2125921649652
"variable","combined",0.2,1,17,46.9583028360163,38.1079226170403,16.3783603239667
"variable","combined",0.2,2,17,53.334447549277,31.6070949630463,11.836712946048
"variable","combined",0.2,3,17,60.071826528516,30.9859085921889,14.3335929823893
"variable","combined",0.2,4,17,51.6891201905558,26.0342737484575,15.5139838454807
"variable","combined",0.2,5,17,32.9551110555425,37.3803156885761,12.2728826920702
"variable","combined",0.2,6,17,34.0057917726022,42.2159587658364,22.4904822839339
"variable","combined",0.2,7,17,60.0976114532319,32.0379503755387,5.78482190324296
"variable","combined",0.2,8,17,52.6247595057202,28.3927597563322,6.69426030559371
"variable","combined",0.2,1,18,46.0708155219596,22.4660084651317,8.11098578744982
"variable","combined",0.2,2,18,37.3974671571967,28.4430056584879,13.3693362535376
"variable","combined",0.2,3,18,37.6375502746041,25.5076663490548,13.4050302982644
"variable","combined",0.2,4,18,43.5174257054555,25.3525223280885,17.2457334681907
"variable","combined",0.2,5,18,55.717694470092,34.3772881549982,12.4312354757935
"variable","combined",0.2,6,18,50.424759758876,22.7080028478837,13.6067984321219
"variable","combined",0.2,7,18,40.4647183864579,28.3893344435245,14.2591455990923
"variable","combined",0.2,8,18,41.1511633365445,35.6422898312168,8.83803781968042
"variable","combined",0.2,1,19,60.0897181030453,31.4832301178125,12.3744685094501
"variable","combined",0.2,2,19,55.91906353634,36.6067867908065,1.28321447339719
"variable","combined",0.2,3,19,33.3142823300292,13.5248165390989,30.0367281577072
"variable","combined",0.2,4,19,51.8132372635756,31.3354032193719,7.58701003677036
"variable","combined",0.2,5,19,51.1555350819637,34.6410514892498,4.67836992740209
"variable","combined",0.2,6,19,43.1414181714644,16.1500366837858,22.8424818203143
"variable","combined",0.2,7,19,37.2905631702426,27.4826742296994,13.5659311540485
"variable","combined",0.2,8,19,49.7446647656592,29.5237954411669,10.8739253770158
"variable","combined",0.2,1,20,45.8776316197231,44.6125611411813,15.467464579799
"variable","combined",0.2,2,20,49.5824811138893,35.337342369021,16.8250851038994
"variable","combined",0.2,3,20,47.2092046829211,35.8378651388733,9.7095907399752
"variable","combined",0.2,4,20,38.3414655938876,23.3581223742497,10.6868183788535
"variable","combined",0.2,5,20,36.9594986497912,38.4148959456708,18.2208128325963
"variable","combined",0.2,6,20,34.581097861159,22.2939554178953,20.8751511462956
"variable","combined",0.2,7,20,35.3252167125534,14.4162293677927,18.7248021724582
"variable","combined",0.2,8,20,34.0276939315303,29.1687157790776,17.5746073090459
"variable","combined",0.2,1,21,52.394867802203,29.9921503549426,20.3777112822518
"variable","combined",0.2,2,21,39.7336916471219,31.0206426625007,16.3745231710898
"variable","combined",0.2,3,21,37.1277483158509,29.0577821521,21.1817737575824
"variable","combined",0.2,4,21,48.3316956380388,26.5464870582161,6.73181056859237
"variable","combined",0.2,5,21,44.2951411412021,23.7125182006623,6.18029314095958
"variable","combined",0.2,6,21,60.1462603482351,33.6078232533872,11.9734565493688
"variable","combined",0.2,7,21,29.0666372054715,39.9604039531347,19.7546649237742
"variable","combined",0.2,8,21,39.995698720064,28.9980462506943,25.0512677786319
"variable","combined",0.2,1,22,50.6682065229306,35.8559718481146,11.174328691734
"variable","combined",0.2,2,22,52.5650030718895,22.9244798617679,18.7126422988582
"variable","combined",0.2,3,22,39.9272336570231,31.0557859432973,18.0855294709385
"variable","combined",0.2,4,22,48.2682223790918,31.391908531919,9.20870860523428
"variable","combined",0.2,5,22,45.7362536205247,26.2748465479074,14.5353950182569
"variable","combined",0.2,6,22,50.0873333623068,29.8479896767919,17.99107312132
"variable","combined",0.2,7,22,41.3058606897642,14.3244745527016,28.5082976159129
"variable","combined",0.2,8,22,45.9971818907987,27.8581576249096,7.43645694766996
"variable","combined",0.2,1,23,42.1228714071516,25.1891095155543,8.12820405347021
"variable","combined",0.2,2,23,36.2933378385979,24.1252831595935,16.4326835426995
"variable","combined",0.2,3,23,35.1555826592065,29.6111965408118,20.2853699979486
"variable","combined",0.2,4,23,19.4498443529466,26.2032395801981,25.4989388493164
"variable","combined",0.2,5,23,23.0738340055896,25.750357211047,49.0780503699543
"variable","combined",0.2,6,23,19.3066625235665,18.9809019419034,21.8556984661944
"variable","combined",0.2,7,23,14.6497178101006,3.33333333333333,34.0474491062562
"variable","combined",0.2,8,23,32.4780068277952,26.9089140843037,19.5140511078077
"variable","combined",0.2,1,24,29.9504265435854,15.8294831339034,30.4705015552901
"variable","combined",0.2,2,24,50.439311086337,7.66282616029873,24.1216422460864
"variable","combined",0.2,3,24,16.111043738849,20.5091808509943,25.7418009173585
"variable","combined",0.2,4,24,45.9487522611437,13.4613539345489,14.0780717574328
"variable","combined",0.2,5,24,40.0359116430984,12.9370836019772,29.4027194623977
"variable","combined",0.2,6,24,23.2254765315215,19.3999710421125,19.0527531592459
"variable","combined",0.2,7,24,40.1336226041186,11.6791376624433,27.7176787157464
"variable","combined",0.2,8,24,27.0636679699106,14.2985430778324,24.6176830424272
"variable","combined",0.2,1,25,40.3870435392196,21.6178142428142,6.38996138996139
"variable","combined",0.2,2,25,35.8703916849261,25.9485861023934,21.4843201921739
"variable","combined",0.2,3,25,32.9132313172983,12.8790431266846,24.0876010781671
"variable","combined",0.2,4,25,33.9330922284576,14.7069689368035,15.7652905213507
"variable","combined",0.2,5,25,8.52549167191978,12.421679197995,20.5827067669173
"variable","combined",0.2,6,25,37.5692401044441,12.3434377650689,19.6991224811199
"variable","combined",0.2,7,25,20.3550688853893,18.9135514018692,18.5039218958611
"variable","combined",0.2,8,25,23.4999281868852,18.8753559244764,9.08087423889149
"variable","combined",0.2,1,26,30.5065592407759,19.8446666036853,26.97295127428
"variable","combined",0.2,2,26,51.1550978767448,26.1328262852653,9.4594359374317
"variable","combined",0.2,3,26,47.0504647549135,18.5772518608376,17.4298938954828
"variable","combined",0.2,4,26,39.7868803176077,32.6596399183691,7.50665933662185
"variable","combined",0.2,5,26,24.721636616121,15.182584940576,21.2106659534029
"variable","combined",0.2,6,26,36.7662289187588,17.1436992381509,19.867444601144
"variable","combined",0.2,7,26,46.5545416800481,15.3691811204366,18.3004931550446
"variable","combined",0.2,8,26,31.8975494531661,29.6029335051705,28.5930245458
"variable","combined",0.2,1,27,47.1938881341239,36.1233134530189,23.2035814840604
"variable","combined",0.2,2,27,59.3842043121477,21.5754111298466,11.5362591854527
"variable","combined",0.2,3,27,45.3948408248579,39.6687238690308,24.5418430155775
"variable","combined",0.2,4,27,39.445486353603,27.3972867354481,10.6943511910891
"variable","combined",0.2,5,27,48.2639684418625,31.9192891109012,22.3281932016241
"variable","combined",0.2,6,27,50.0500503653509,14.4560707670511,14.9205851036231
"variable","combined",0.2,7,27,60.1394810146972,30.6117461404502,8.74429228466496
"variable","combined",0.2,8,27,60.1270829590055,24.0584063129434,4.73393585706284
"variable","combined",0.2,1,28,36.3376768236073,28.3879925583427,22.8200135226504
"variable","combined",0.2,2,28,35.9912053661971,29.2103866334027,14.2794376463166
"variable","combined",0.2,3,28,48.7596903997229,23.0065194683995,16.8618506496302
"variable","combined",0.2,4,28,37.1907407405306,29.5110705989249,12.7867846365136
"variable","combined",0.2,5,28,58.1704672994332,23.6875838546027,6.69028385172265
"variable","combined",0.2,6,28,24.9625306967362,18.3037613885786,25.0444531426798
"variable","combined",0.2,7,28,35.5606183405659,17.8190203716541,36.5183391672581
"variable","combined",0.2,8,28,14.5569588270278,19.1438970881532,39.5398408904489
"variable","combined",0.2,1,29,40.3066251290551,27.0871566604699,15.7285980561843
"variable","combined",0.2,2,29,41.4038566481438,15.8047959047883,15.0181573081313
"variable","combined",0.2,3,29,28.1535888239405,35.0081581402175,18.5574225329466
"variable","combined",0.2,4,29,43.9833825214668,31.3080870674856,15.4130839920314
"variable","combined",0.2,5,29,58.3551153263496,38.2495446160269,18.2796087208379
"variable","combined",0.2,6,29,49.518293227922,38.6040463220696,8.17644887412329
"variable","combined",0.2,7,29,33.7096173313849,36.8552623135851,16.0898269368723
"variable","combined",0.2,8,29,47.7166067534085,22.2905742206856,19.7116805544944
"variable","combined",0.2,1,30,59.3955577970349,28.0136531092552,13.1532597318085
"variable","combined",0.2,2,30,48.3715331063803,26.4427004367405,16.1855595596388
"variable","combined",0.2,3,30,44.7838865830799,28.2004875745047,22.3811452508695
"variable","combined",0.2,4,30,55.1441193553985,27.6424949652765,22.329146970815
"variable","combined",0.2,5,30,50.6237495038805,36.2955447171677,13.3338843570885
"variable","combined",0.2,6,30,42.1267077674064,33.858985373613,16.8733350829806
"variable","combined",0.2,7,30,21.6478174193732,17.8845220420283,20.6766138750278
"variable","combined",0.2,8,30,54.3111811055855,36.1043173476632,23.7588454235786
"variable","combined",0.2,1,31,60.0776059155149,40.3932524859799,9.0598628215084
"variable","combined",0.2,2,31,47.6550838122959,22.2503408773552,22.4944237412616
"variable","combined",0.2,3,31,60.0516171807242,28.6051818564453,6.2414645660423
"variable","combined",0.2,4,31,39.5408576393677,31.3169162799761,20.6000682504506
"variable","combined",0.2,5,31,60.0456999674584,28.2880241931546,7.9711843514761
"variable","combined",0.2,6,31,33.3838633182378,17.7740254243858,25.2993046430798
"variable","combined",0.2,7,31,41.1272634030985,23.9235776643324,17.5838183542101
"variable","combined",0.2,8,31,35.3384353070783,29.2860657893886,27.7081285488808
"variable","combined",0.2,1,32,46.7853810647135,28.995539998447,24.4905501736897
"variable","combined",0.2,2,32,50.3468327712554,26.7239441127464,17.8427252376963
"variable","combined",0.2,3,32,51.9576041660008,37.0552773834807,9.3882853094001
"variable","combined",0.2,4,32,54.4860770410259,36.1781960854047,23.1958735718069
"variable","combined",0.2,5,32,30.7079435760462,22.8402910771906,17.0871468415137
"variable","combined",0.2,6,32,50.3692760556956,29.9675097363279,22.8835227272727
"variable","combined",0.2,7,32,60.0621589496766,28.1711709457827,4.68192790402059
"variable","combined",0.2,8,32,36.1363659963554,32.9557102013194,9.47269634042182
"variable","combined",0.2,1,33,58.6071773181427,22.1247381192208,13.6542092674008
"variable","combined",0.2,2,33,59.5111229034837,35.8126038187474,9.64808432414268
"variable","combined",0.2,3,33,48.1252300939639,25.5309550270116,21.5687302443913
"variable","combined",0.2,4,33,49.5556815122848,28.5420103545104,15.358463983464
"variable","combined",0.2,5,33,47.6169438892637,22.5117433574022,12.2096510594229
"variable","combined",0.2,6,33,56.5209211452352,32.2262608635098,17.4443646530825
"variable","combined",0.2,7,33,46.5364100821964,26.4206074173341,12.1130349163542
"variable","combined",0.2,8,33,52.0204627496014,19.4820664167398,13.3130673945861
"variable","combined",0.2,1,34,43.0236163064435,17.1577251595066,14.8604340038426
"variable","combined",0.2,2,34,60.1532190405708,24.3851773942892,18.9327669272234
"variable","combined",0.2,3,34,57.9937287884088,17.8661154210417,11.6900794864823
"variable","combined",0.2,4,34,49.5128670185317,32.4497400747277,13.6053858253979
"variable","combined",0.2,5,34,50.072728142868,24.3368674054074,12.9471233910388
"variable","combined",0.2,6,34,49.9408031936324,30.1235614135485,21.1047594843376
"variable","combined",0.2,7,34,42.3021384472664,17.833013812672,41.9920591685453
"variable","combined",0.2,8,34,33.6689493477187,10.0806451612903,23.989597942964
"variable","combined",0.2,1,35,26.4775044572396,27.0527241233378,26.5360922731117
"variable","combined",0.2,2,35,42.2122327779043,17.8372460099077,19.5399955918713
"variable","combined",0.2,3,35,31.8727915632405,19.5243791031834,20.070528304224
"variable","combined",0.2,4,35,25.6958128307,7.51468930767573,43.0351134536655
"variable","combined",0.2,5,35,21.7863440248043,25.7783046808731,20.7445788055354
"variable","combined",0.2,6,35,41.0205652916016,20.2423289610879,6.88310376668847
"variable","combined",0.2,7,35,56.1982009445614,20.5814058018988,15.5740626513692
"variable","combined",0.2,8,35,54.1360344469291,26.0583962678721,8.86743997758564
"variable","combined",0.2,1,36,47.1159040092176,29.6532916643977,8.51626016260163
"variable","combined",0.2,2,36,50.6183091647785,40.0471835561807,16.6945950786289
"variable","combined",0.2,3,36,37.6258393467801,24.4747130379614,19.7163571365172
"variable","combined",0.2,4,36,60.0897707469469,27.8437776679052,2.14088397790055
"variable","combined",0.2,5,36,40.8824571958394,31.5789676339443,20.8801142679672
"variable","combined",0.2,6,36,44.1394161200294,27.7237239995841,27.7419502715091
"variable","combined",0.2,7,36,49.1030040858958,44.2502703806278,4.70948012232416
"variable","combined",0.2,8,36,28.0133502898414,13.551741289084,28.8641770671274
"variable","combined",0.2,1,37,48.4094285904745,38.2916083369593,10.6631646125054
"variable","combined",0.2,2,37,60.1226440524744,45.4309765449305,4.35731769667941
"variable","combined",0.2,3,37,50.3579572668929,26.2254239911139,11.0546368147855
"variable","combined",0.2,4,37,27.7785967245897,19.2031662692595,25.2889412506885
"variable","combined",0.2,5,37,48.5078598205703,27.9702633171913,10.5509735673931
"variable","combined",0.2,6,37,50.9758664306938,23.0330352688655,10.6936726577332
"variable","combined",0.2,7,37,25.6948077552667,36.7615114055587,32.9181340616214
"variable","combined",0.2,8,37,37.1670404845881,37.465004761488,20.2223520145319
"variable","combined",0.2,1,38,46.6826845655363,39.0558554795034,29.5813383035016
"variable","combined",0.2,2,38,28.6782342314978,36.867197019636,19.3046321722792
"variable","combined",0.2,3,38,51.7543857670824,23.2083463259175,13.0473610124384
"variable","combined",0.2,4,38,47.2013232867637,26.4662354646259,6.87126331258653
"variable","combined",0.2,5,38,31.3501552391093,21.9324158718123,11.3851449228925
"variable","combined",0.2,6,38,43.2244735096735,10.7707268220754,12.924693792348
"variable","combined",0.2,7,38,60.0905484892383,21.6961975210755,6.72616181763991
"variable","combined",0.2,8,38,36.9916876414385,22.3223546794004,25.1191611296992
"variable","combined",0.2,1,39,56.8387189627806,14.3669777721241,14.3625885970592
"variable","combined",0.2,2,39,51.9836281466222,16.4464033208876,13.1039657785223
"variable","combined",0.2,3,39,51.4923721011755,21.9415739274216,7.8131126531956
"variable","combined",0.2,4,39,32.7137176696741,30.4551404106477,18.9717294593043
"variable","combined",0.2,5,39,56.1852683320343,26.4374694839433,12.1560660624271
"variable","combined",0.2,6,39,49.5075752358489,29.1372309598577,11.8057031795682
"variable","combined",0.2,7,39,34.5666187929933,33.4519057822978,12.7240007957578
"variable","combined",0.2,8,39,23.9824308492301,21.1286166096851,33.2058825510589
"variable","combined",0.2,1,40,45.678926583677,25.3493878832467,12.0225155490286
"variable","combined",0.2,2,40,28.3797545561916,8.9025198938992,17.9711413208906
"variable","combined",0.2,3,40,32.0497255912172,11.880265253202,28.6790970485765
"variable","combined",0.2,4,40,45.7466558280263,8.65968027227034,19.9699117342142
"variable","combined",0.2,5,40,56.0869054383954,17.0995432389541,12.0568652857464
"variable","combined",0.2,6,40,20.0550354263514,5.98981619473423,32.999026067404
"variable","combined",0.2,7,40,50.3452715411887,24.5922161932436,23.1965941212517
"variable","combined",0.2,8,40,37.2216614432507,22.2121470202994,28.7980879861169
"variable","combined",0.2,1,41,54.3529761301305,38.2914757002091,16.0964056905031
"variable","combined",0.2,2,41,38.0771204654263,27.1000690870974,17.1580829086155
"variable","combined",0.2,3,41,30.884400849635,32.4897302065811,23.9230560487311
"variable","combined",0.2,4,41,35.8550133866698,7.56762098226794,17.9846295480927
"variable","combined",0.2,5,41,41.4346553136849,11.5185134806088,23.0960587494504
"variable","combined",0.2,6,41,29.527202998469,10.2044141926852,22.7916571618449
"variable","combined",0.2,7,41,46.6900449246703,26.2703918369546,8.60133140683591
"variable","combined",0.2,8,41,45.3879993839973,20.9206303059374,23.6007794947668
"variable","combined",0.2,1,42,53.2574466836403,28.790743663269,13.40447342459
"variable","combined",0.2,2,42,22.8097076082672,37.2121899905883,19.4685472485882
"variable","combined",0.2,3,42,28.0680500888836,2.64976958525346,18.7272798569729
"variable","combined",0.2,4,42,51.0227150893824,17.324960529474,15.3034026734263
"variable","combined",0.2,5,42,35.8285319683494,37.0502984434771,11.3660796728664
"variable","combined",0.2,6,42,35.498021223994,17.9057456362015,24.169875008687
"variable","combined",0.2,7,42,27.2598409898333,14.8662681925909,10.5758059166915
"variable","combined",0.2,8,42,35.4519473812087,10.2339473385324,15.9328704874321
"variable","combined",0.2,1,43,60.0938721624326,28.7715869916982,9.90710137517267
"variable","combined",0.2,2,43,38.2413378651585,17.817256292285,14.713720807519
"variable","combined",0.2,3,43,45.3684425919257,26.4852702273333,30.5329501311932
"variable","combined",0.2,4,43,25.2386520657628,21.9422508513874,30.0215558596123
"variable","combined",0.2,5,43,23.6070812303485,21.3388155787206,42.2385894654303
"variable","combined",0.2,6,43,29.2036819888092,25.3885370914911,15.3587423790818
